"C0000100","C0000200","C0005400","C0005700","C0007000","C0328600"
749402,7494,1,1982,19,92
749403,7494,2,1989,26,122
749601,7496,2,1978,17,109
749602,7496,2,1982,21,93
749603,7496,2,1984,23,103
749701,7497,1,1987,24,127
749702,7497,2,1993,29,-3
749801,7498,1,1987,28,107
749802,7498,2,1995,36,108
749803,7498,2,1996,37,99
750001,7500,1,1982,19,93
750002,7500,2,1988,26,121
750101,7501,1,1976,16,113
750102,7501,1,1980,19,98
750103,7501,1,1981,21,96
750104,7501,2,1987,27,113
750105,7501,2,1989,28,118
750301,7503,2,1981,18,86
750302,7503,1,1988,25,-3
750303,7503,2,1990,28,137
750304,7503,2,1993,31,-3
750305,7503,2,2007,44,51
750401,7504,1,1982,18,118
750402,7504,2,1989,25,-2
750403,7504,1,1992,28,-3
750404,7504,1,1995,31,116
750405,7504,1,1995,31,-3
750601,7506,2,1995,33,122
750801,7508,2,1979,22,100
750802,7508,1,1982,25,131
751001,7510,1,1979,21,109
751301,7513,2,1985,23,110
751302,7513,1,1987,25,136
751401,7514,1,1977,18,99
751402,7514,2,1981,22,117
751801,7518,2,1985,22,139
751802,7518,1,1990,28,139
752001,7520,2,1981,17,130
752002,7520,1,1987,23,107
752003,7520,2,1990,25,129
752401,7524,1,1979,19,138
752402,7524,2,1987,27,104
752403,7524,2,1988,28,105
752404,7524,1,1990,30,104
752501,7525,1,1989,29,115
752502,7525,2,1998,38,-3
752701,7527,2,1999,34,114
752702,7527,2,2000,35,130
752901,7529,1,1983,20,112
752902,7529,1,1986,23,112
752903,7529,1,1989,26,121
753001,7530,1,1981,17,95
753101,7531,2,1986,21,124
753102,7531,2,1995,31,-3
753103,7531,2,2000,35,-3
753104,7531,1,2001,36,-3
753201,7532,1,1980,21,131
753202,7532,1,1982,22,140
753701,7537,2,1984,25,87
753702,7537,1,1986,27,104
753801,7538,2,1983,25,128
753802,7538,2,1988,30,99
754301,7543,2,1975,18,116
754302,7543,1,1978,20,113
754801,7548,2,1978,17,104
754802,7548,2,1979,18,110
754803,7548,1,1985,25,151
754804,7548,2,1988,27,133
755101,7551,1,1992,28,105
755301,7553,2,1995,38,123
756001,7560,1,1999,36,106
756501,7565,2,1979,15,96
757101,7571,2,1986,22,-3
757401,7574,1,1986,28,-3
757402,7574,1,1988,30,-3
757403,7574,2,1990,32,-3
757501,7575,1,1992,32,105
757502,7575,2,1995,34,85
757801,7578,2,1986,22,-3
757802,7578,1,1990,26,131
758001,7580,1,1983,22,125
758101,7581,2,1993,29,120
758301,7583,1,1978,18,109
758302,7583,1,1980,20,117
758303,7583,2,1987,27,-3
758501,7585,2,1984,23,81
758502,7585,2,2001,40,-3
758601,7586,2,1981,23,129
758602,7586,2,1992,35,122
758701,7587,2,1984,22,88
758702,7587,1,1998,36,112
759101,7591,1,1982,22,144
759501,7595,1,1987,23,123
759502,7595,2,1999,35,-3
759801,7598,2,1982,20,111
759802,7598,1,1984,22,111
760001,7600,1,1998,36,87
760002,7600,1,1998,36,87
760101,7601,2,1983,25,115
760102,7601,2,1986,28,92
760103,7601,2,1991,33,115
760301,7603,1,1991,30,140
760302,7603,2,1997,36,-3
760501,7605,1,1986,27,124
760502,7605,1,1989,29,138
760601,7606,2,1984,23,144
760602,7606,1,1999,38,116
760701,7607,1,1984,20,138
760702,7607,2,1989,24,125
760901,7609,2,1981,17,101
760902,7609,2,1990,25,78
761601,7616,1,1983,18,137
761602,7616,2,1984,19,120
761701,7617,2,1984,20,127
761702,7617,2,1988,25,123
761801,7618,1,1980,18,129
761802,7618,2,1995,33,-3
761901,7619,1,1977,16,64
761902,7619,2,1982,21,96
761903,7619,1,1990,29,96
762201,7622,1,1975,15,103
762202,7622,2,1979,18,114
762203,7622,1,1989,28,100
762501,7625,2,1993,31,80
762502,7625,2,1995,33,93
762503,7625,2,1996,35,93
762504,7625,2,1998,36,85
762601,7626,2,1986,23,-3
762602,7626,2,1988,25,120
763201,7632,1,1979,17,127
763601,7636,2,1976,17,99
763602,7636,1,1978,19,120
763603,7636,1,1978,20,100
764201,7642,2,1983,20,93
764501,7645,2,1980,16,88
764502,7645,2,1981,17,111
764503,7645,2,1985,21,110
764601,7646,1,1972,15,-2
764602,7646,2,1974,17,64
764603,7646,2,1976,19,117
764801,7648,2,1973,16,112
764802,7648,1,1976,19,127
764803,7648,2,1978,21,111
764804,7648,1,1980,23,122
764901,7649,2,1975,16,101
764902,7649,2,1999,40,-3
765201,7652,2,1983,18,131
765202,7652,1,1985,20,113
765501,7655,1,1979,17,121
765502,7655,1,1985,23,127
765503,7655,1,1987,25,111
765701,7657,1,1976,17,124
765702,7657,2,1986,28,125
766201,7662,1,1980,19,107
766202,7662,2,1989,27,103
766501,7665,2,1974,17,75
766502,7665,1,1979,21,139
766901,7669,2,1974,16,126
766902,7669,2,1976,19,133
767001,7670,2,1982,22,105
767002,7670,2,1985,25,137
767003,7670,1,1986,26,83
767101,7671,2,1995,30,87
767102,7671,1,1997,33,76
767201,7672,2,1989,26,100
767301,7673,2,1984,19,107
767302,7673,1,1995,30,86
767303,7673,1,1995,30,-3
767304,7673,1,1996,31,-3
767801,7678,2,1991,26,128
767802,7678,2,1992,27,117
767901,7679,2,1982,19,134
768101,7681,2,1975,16,91
768102,7681,2,1976,18,103
768103,7681,1,1979,21,-3
768104,7681,1,1980,22,48
768201,7682,1,1981,20,140
768301,7683,2,1981,22,-3
768401,7684,1,1987,24,108
768402,7684,1,1991,28,98
768403,7684,2,1994,31,-3
768501,7685,2,1978,20,115
768502,7685,1,1982,23,53
768503,7685,1,1986,27,108
768701,7687,2,1990,31,113
768702,7687,2,1997,38,117
768801,7688,1,1984,21,120
768802,7688,2,1985,23,112
768901,7689,1,1982,23,144
768902,7689,1,1984,26,137
769101,7691,2,1993,31,141
769201,7692,1,1996,33,100
769401,7694,1,1983,20,115
769402,7694,1,1987,24,99
769403,7694,2,1991,27,115
769404,7694,2,1993,30,-3
769501,7695,1,1983,19,138
769502,7695,1,1989,24,135
769503,7695,1,1990,26,84
769504,7695,1,2001,37,-3
770401,7704,2,1993,28,110
770801,7708,1,1988,27,85
771001,7710,2,1977,15,86
771002,7710,1,1980,18,102
771301,7713,2,1988,27,118
771302,7713,1,1993,31,104
772201,7722,1,1986,29,156
773001,7730,1,1985,26,84
773501,7735,1,1990,30,107
773601,7736,2,1983,25,94
773901,7739,2,1989,27,122
774001,7740,1,1989,25,100
774002,7740,2,1990,26,122
774501,7745,1,1985,26,117
774601,7746,2,1985,27,128
774602,7746,2,1988,30,137
774701,7747,2,1989,31,110
775001,7750,2,1982,21,130
775002,7750,2,1987,26,147
775003,7750,1,1989,28,144
775101,7751,1,1983,25,120
775102,7751,2,1986,28,120
775401,7754,1,1983,24,109
775501,7755,2,1983,24,132
775502,7755,2,1986,28,114
776001,7760,1,1993,33,48
776101,7761,1,1984,25,132
776102,7761,2,1986,28,126
776501,7765,2,1988,30,99
776502,7765,2,1990,32,120
777101,7771,2,1986,28,51
777102,7771,2,1988,30,192
777201,7772,1,1985,27,113
777202,7772,2,1988,31,90
777401,7774,2,1981,23,100
777501,7775,1,1977,18,145
777701,7777,1,1974,17,-3
777901,7779,1,1978,19,139
777902,7779,1,1981,21,130
777903,7779,1,1982,23,130
777904,7779,1,1984,24,133
777905,7779,1,1985,26,-3
778101,7781,1,1979,15,96
778201,7782,1,1975,18,-3
778202,7782,2,1977,19,-3
778203,7782,2,1978,20,106
778801,7788,2,1990,27,124
778802,7788,1,1993,30,-3
778901,7789,1,1975,18,96
778902,7789,1,1980,23,128
778903,7789,2,1981,24,100
778904,7789,2,1985,28,144
779101,7791,2,1990,26,153
779102,7791,2,1996,32,-3
779401,7794,2,1977,20,101
779402,7794,1,1982,24,125
779501,7795,2,1976,18,92
779502,7795,2,1979,21,99
779503,7795,2,1982,24,96
779504,7795,2,1996,38,96
779601,7796,2,1980,18,111
779602,7796,1,1989,27,120
779701,7797,1,1979,16,119
779702,7797,2,1981,19,119
779801,7798,2,1978,18,107
779802,7798,1,1980,21,107
780201,7802,1,1979,17,135
780202,7802,1,1980,18,86
780203,7802,2,1993,31,96
780401,7804,1,1980,17,120
780402,7804,1,1982,19,114
780403,7804,2,1990,26,53
780404,7804,2,1990,26,37
780601,7806,1,1983,21,85
780602,7806,1,1989,27,105
780603,7806,1,1992,29,114
781001,7810,1,1981,19,156
781002,7810,1,1993,32,-3
781301,7813,2,1981,22,84
781401,7814,2,1977,15,93
781402,7814,1,1980,17,90
781403,7814,1,1983,20,117
781501,7815,2,1986,26,88
781801,7818,2,1972,15,105
781802,7818,1,1975,18,66
781803,7818,2,1986,28,114
781804,7818,1,1988,31,121
781805,7818,2,1990,32,57
781901,7819,1,1983,22,132
781902,7819,2,1988,28,112
782001,7820,1,1981,16,114
782002,7820,1,1988,24,124
782101,7821,1,1978,17,120
782102,7821,1,1980,20,137
782103,7821,2,1982,22,126
782201,7822,1,1996,32,113
782301,7823,1,1980,20,102
782302,7823,1,1983,24,79
782501,7825,1,1988,25,132
782502,7825,2,1990,27,114
782801,7828,1,1987,22,122
782802,7828,1,1993,28,-3
782803,7828,1,2003,38,-7
782804,7828,1,2005,40,126
782901,7829,2,1979,17,134
782902,7829,2,1991,30,112
783001,7830,1,1982,19,134
783002,7830,1,1984,22,136
783101,7831,1,1982,18,109
783102,7831,2,1986,22,126
783103,7831,1,1987,23,65
783104,7831,2,1987,23,66
783201,7832,1,1980,16,133
783202,7832,2,1981,18,121
783203,7832,2,1984,20,113
783301,7833,1,1986,24,104
783302,7833,1,1988,25,118
783501,7835,1,1977,19,100
783502,7835,2,1980,22,98
783503,7835,1,1987,28,104
783504,7835,2,2000,41,-3
783601,7836,1,1986,23,142
783602,7836,2,1988,24,150
783801,7838,2,1982,19,109
784101,7841,2,1988,31,-3
784201,7842,2,1986,27,-2
784401,7844,2,1979,16,232
784601,7846,2,1983,18,87
784602,7846,2,1986,21,-3
784901,7849,2,1984,20,86
784902,7849,1,1993,28,98
785101,7851,1,1986,22,123
785601,7856,2,1988,25,90
785602,7856,2,1991,28,122
785603,7856,2,1994,31,-3
785604,7856,2,1996,33,-3
786401,7864,1,1980,17,133
786402,7864,2,1988,25,114
786403,7864,2,1990,27,114
786404,7864,1,1995,31,124
786405,7864,2,2006,43,120
786501,7865,2,1983,23,106
786502,7865,1,1985,25,146
786503,7865,1,1987,28,-3
786504,7865,1,1999,40,-3
786901,7869,1,1981,19,72
786902,7869,1,1983,21,118
786903,7869,1,1984,22,-3
786904,7869,2,1985,23,123
786905,7869,1,1990,28,162
787501,7875,2,1991,32,56
787801,7878,1,1987,30,109
787802,7878,1,1989,31,119
788201,7882,2,1975,16,99
788202,7882,1,1979,19,115
788203,7882,2,1981,22,132
788301,7883,2,1979,18,153
788302,7883,1,1991,30,126
788303,7883,2,1993,31,104
788501,7885,2,1976,17,110
788502,7885,2,1984,24,98
788601,7886,2,1977,15,29
788602,7886,2,1978,17,119
788603,7886,2,1982,20,92
789001,7890,2,1987,24,102
789101,7891,2,1981,19,91
789102,7891,2,1990,28,114
789201,7892,2,1981,22,99
789202,7892,2,1983,25,123
789203,7892,2,1987,29,122
789301,7893,2,1979,21,127
789302,7893,1,1982,23,146
789303,7893,2,1985,26,145
789401,7894,1,1976,18,112
789501,7895,1,1984,24,112
789502,7895,2,1987,26,115
789503,7895,1,1990,29,-3
789801,7898,2,1978,17,131
789802,7898,1,1982,22,136
790001,7900,2,1999,36,112
790101,7901,1,1980,17,116
790102,7901,1,1983,19,86
790103,7901,1,1984,20,-3
790401,7904,1,1986,29,114
790402,7904,2,1988,31,139
790403,7904,1,1990,33,112
790501,7905,2,1978,16,107
790502,7905,2,1982,21,114
791001,7910,2,1986,23,107
791101,7911,2,1976,18,99
791102,7911,2,1978,20,83
791103,7911,2,1984,25,99
791201,7912,1,1978,17,117
791202,7912,2,1979,18,123
791203,7912,2,1981,20,115
791401,7914,1,1979,20,125
791402,7914,1,1981,22,128
791403,7914,1,1982,23,122
791404,7914,1,1985,26,134
791405,7914,1,1988,29,113
791406,7914,1,1990,31,105
791407,7914,1,1990,31,89
791501,7915,2,1982,23,144
791901,7919,1,1986,26,172
791902,7919,2,1988,29,96
792101,7921,2,1977,20,117
792102,7921,1,1978,20,101
792103,7921,1,1981,23,125
792201,7922,1,1979,20,108
792401,7924,2,1976,19,112
792701,7927,1,1976,18,115
792702,7927,1,1977,19,141
792703,7927,1,1981,22,87
792704,7927,1,1985,26,117
792801,7928,2,1982,19,110
792802,7928,2,1988,25,51
792803,7928,2,1991,28,135
793001,7930,2,1985,25,80
793002,7930,1,1987,26,141
793003,7930,2,1989,28,106
793101,7931,1,1988,26,116
793102,7931,1,1991,29,-3
793103,7931,2,1998,36,102
793301,7933,1,1973,16,124
793302,7933,1,1975,18,118
793303,7933,1,1990,33,102
793801,7938,2,1978,14,101
793802,7938,1,1979,16,122
793803,7938,1,1980,17,116
793804,7938,1,1981,18,122
793805,7938,2,1984,20,108
794301,7943,2,1988,27,104
794501,7945,2,1982,18,115
794502,7945,2,1985,22,109
794503,7945,1,1988,24,144
794901,7949,2,1985,23,96
794902,7949,1,1987,25,102
795001,7950,1,1985,22,132
795101,7951,2,1995,31,121
795201,7952,2,1987,24,113
795202,7952,1,1992,29,120
795203,7952,1,1996,33,-3
795801,7958,2,1982,18,118
795802,7958,2,1984,19,112
795803,7958,1,2001,37,-3
795804,7958,2,2001,37,-3
795901,7959,2,1998,35,140
795902,7959,1,1999,37,124
796701,7967,1,1976,16,-2
796702,7967,1,1978,18,117
796703,7967,2,1981,21,-2
796801,7968,1,1980,18,103
796802,7968,1,1982,21,117
796803,7968,1,1986,25,-1
796804,7968,1,1992,31,73
796805,7968,2,1994,33,92
796901,7969,1,1986,24,139
796902,7969,2,1987,25,110
797101,7971,1,1981,20,86
797102,7971,2,1983,23,122
797103,7971,1,1987,26,84
797104,7971,1,1989,28,120
797105,7971,2,1991,30,139
797301,7973,1,1991,28,97
797302,7973,2,1994,31,-3
797401,7974,1,1983,20,118
797402,7974,2,1988,25,126
797501,7975,1,1981,24,130
797502,7975,2,1988,30,120
797503,7975,1,1989,32,128
797901,7979,2,1982,24,133
797902,7979,1,1986,28,-3
798001,7980,1,1987,30,135
798002,7980,1,1990,33,175
798003,7980,2,1992,35,131
798101,7981,2,1979,21,132
798102,7981,2,1981,23,134
798301,7983,1,1982,22,101
798302,7983,2,1989,30,91
798501,7985,1,1982,19,105
798502,7985,1,1984,22,124
798503,7985,2,1989,27,-2
798801,7988,1,1989,27,107
799001,7990,2,1988,26,120
799002,7990,1,1996,35,120
799401,7994,1,1983,19,113
799402,7994,2,1987,23,120
799403,7994,2,1989,25,112
799404,7994,2,1992,28,104
799405,7994,2,2001,37,-3
799701,7997,2,1994,33,118
799702,7997,2,1997,36,-3
799703,7997,2,2001,39,-3
799801,7998,2,1992,34,102
799802,7998,1,1995,37,-3
799803,7998,1,1997,39,129
800001,8000,1,1981,23,130
800002,8000,2,1983,26,135
800003,8000,2,1984,27,118
800101,8001,2,1973,16,136
800102,8001,2,1976,18,112
800103,8001,2,1978,20,150
800104,8001,2,1981,23,132
800105,8001,1,1984,26,128
800601,8006,2,1981,19,114
800602,8006,2,1992,30,130
800603,8006,1,1995,33,139
800801,8008,2,1986,29,96
801501,8015,2,1979,16,121
801502,8015,2,1980,18,102
801503,8015,2,1982,20,88
801601,8016,2,1982,19,89
801602,8016,2,1988,25,112
801701,8017,1,1975,17,76
801702,8017,1,1978,20,102
801703,8017,2,1989,30,107
801704,8017,1,1990,32,-3
801801,8018,2,1978,18,128
801802,8018,2,1980,20,131
802001,8020,2,1992,29,123
802002,8020,2,1993,31,120
802003,8020,2,1997,35,139
802004,8020,2,2000,37,-3
802301,8023,1,1984,19,119
802801,8028,2,1974,15,115
802901,8029,1,1979,20,113
802902,8029,1,1980,21,110
802903,8029,2,1982,22,113
803001,8030,2,1981,19,168
803002,8030,2,1984,21,135
803003,8030,2,1998,35,133
803101,8031,1,1981,17,132
803102,8031,2,1982,18,118
803103,8031,1,1985,21,130
803104,8031,2,1996,32,119
803105,8031,2,2000,36,-3
803106,8031,1,2000,36,-3
803301,8033,2,1990,27,102
803302,8033,1,1995,32,105
803303,8033,2,2000,37,-3
803401,8034,2,1988,25,123
803402,8034,1,1993,30,164
803403,8034,1,1995,32,149
803404,8034,1,2000,37,124
803901,8039,1,1981,17,73
803902,8039,2,1991,27,47
803903,8039,2,1992,29,69
803904,8039,2,1994,30,73
804201,8042,1,1989,25,108
804401,8044,2,1983,21,130
804402,8044,1,1985,23,112
804403,8044,1,1987,25,116
804501,8045,2,1978,18,123
804502,8045,2,1979,19,112
804701,8047,1,1980,19,118
804702,8047,2,1983,22,128
804801,8048,1,1984,19,115
804802,8048,1,1988,23,127
804901,8049,2,1983,22,127
804902,8049,1,1987,26,128
805101,8051,1,1979,22,129
805102,8051,1,1983,26,117
805103,8051,2,1985,28,115
805301,8053,2,1986,25,92
805302,8053,2,1989,28,114
805401,8054,1,1987,25,138
805402,8054,2,1989,26,131
805701,8057,1,1979,19,113
805702,8057,2,1985,26,96
805703,8057,1,1986,27,-3
805704,8057,2,1987,27,-3
805901,8059,2,1978,17,-2
805902,8059,1,1979,18,120
805903,8059,1,1980,19,112
805904,8059,2,1982,21,134
805905,8059,2,1984,23,140
805906,8059,1,1985,24,-3
805907,8059,2,1987,26,113
805908,8059,1,1992,31,128
806101,8061,1,1987,24,110
806102,8061,2,1996,34,103
806601,8066,1,1987,24,115
806602,8066,1,1988,25,148
806603,8066,1,1990,27,131
806801,8068,1,1982,21,139
806802,8068,1,1987,25,114
806803,8068,2,1991,29,149
807201,8072,2,1978,19,113
807202,8072,1,1988,29,105
807801,8078,1,1991,28,123
807802,8078,2,1996,33,115
807901,8079,2,1981,23,102
807902,8079,1,1983,25,105
808301,8083,2,1983,22,110
808302,8083,1,1989,28,-3
808303,8083,1,1993,32,127
808304,8083,1,1995,34,-3
808401,8084,1,1985,24,78
808601,8086,2,1989,25,131
809101,8091,1,1978,20,127
809102,8091,1,1979,21,122
809103,8091,1,1984,25,143
809104,8091,1,1991,32,138
809105,8091,1,1996,37,122
809301,8093,2,1982,24,144
809302,8093,1,1995,37,145
809901,8099,1,1978,18,96
809902,8099,2,1982,22,16
810201,8102,2,1984,22,127
810202,8102,2,1988,26,129
810301,8103,1,1976,16,104
810302,8103,1,1977,17,120
810303,8103,2,1985,26,121
810501,8105,2,1986,26,124
810502,8105,1,1990,30,124
810503,8105,1,1993,32,128
810901,8109,1,1978,18,99
810902,8109,2,1982,22,114
810903,8109,1,1986,25,-3
811001,8110,2,1986,28,120
811002,8110,2,1990,33,120
811101,8111,1,1996,32,87
811301,8113,1,1979,19,120
811302,8113,1,1985,24,134
811303,8113,1,1992,32,-3
811401,8114,2,1983,20,104
811402,8114,2,1986,22,101
811403,8114,1,1987,23,118
811404,8114,2,1979,16,-3
811901,8119,1,1987,28,139
812001,8120,1,1989,32,135
812101,8121,1,1992,34,99
812301,8123,1,1984,27,114
812501,8125,2,1975,15,96
812502,8125,2,1977,16,80
812503,8125,2,1978,18,64
812504,8125,1,1984,24,112
812701,8127,2,1976,18,110
812702,8127,1,1989,31,145
812901,8129,1,1982,22,123
812902,8129,2,1985,24,-3
813301,8133,1,1994,30,78
813701,8137,1,1985,28,114
814001,8140,1,1978,17,120
814002,8140,2,1981,20,147
814003,8140,1,1984,22,115
814004,8140,1,1994,32,-3
814005,8140,2,1996,34,136
814101,8141,1,1983,25,106
814102,8141,1,1984,27,116
814301,8143,2,1980,17,138
814302,8143,1,1985,22,126
814303,8143,1,1994,31,165
814401,8144,1,1986,22,139
814402,8144,2,1990,26,120
814403,8144,1,1992,28,144
814801,8148,1,1984,21,112
814802,8148,1,1988,25,124
814901,8149,2,1997,39,131
815001,8150,2,1999,36,113
815101,8151,1,1989,31,133
815102,8151,2,1995,37,-3
815201,8152,2,1989,27,120
815202,8152,2,1991,29,111
815301,8153,1,1992,29,84
815302,8153,1,1999,36,-3
816001,8160,2,1989,25,132
816101,8161,2,1981,18,-2
816102,8161,2,2001,38,-3
816901,8169,1,1984,26,129
816902,8169,1,1986,28,139
817201,8172,2,1977,17,152
817202,8172,2,1978,19,132
817203,8172,1,1982,22,170
817204,8172,1,1987,27,-3
817401,8174,1,1976,18,104
817402,8174,2,1978,21,107
817403,8174,2,1983,25,105
817404,8174,2,1984,26,111
817405,8174,2,1994,36,-2
817406,8174,2,1994,36,100
817407,8174,2,2000,42,-3
817501,8175,2,1981,18,105
817502,8175,2,1983,20,129
817601,8176,1,1989,25,111
817801,8178,1,1987,24,128
817802,8178,1,1992,29,108
818001,8180,1,1976,18,-3
818002,8180,1,1977,19,-3
818003,8180,2,1978,20,-3
818004,8180,1,1984,26,162
818101,8181,2,1988,27,121
818102,8181,1,1991,29,140
818401,8184,1,1980,20,97
818402,8184,1,1993,33,106
818901,8189,2,1986,27,112
818902,8189,1,1988,29,113
819301,8193,2,1979,19,121
819302,8193,1,1981,22,114
819303,8193,2,1986,26,113
819401,8194,1,1975,17,120
819402,8194,2,1981,24,-3
819403,8194,2,1983,26,139
819501,8195,1,1980,20,139
819502,8195,1,1981,21,134
819503,8195,1,1989,29,160
819601,8196,1,1985,27,129
819801,8198,1,1985,23,121
819802,8198,2,1986,24,160
819803,8198,2,1988,26,137
819804,8198,2,1989,28,-3
819805,8198,2,1992,31,-3
820201,8202,2,1979,18,119
820202,8202,1,1980,19,81
820203,8202,1,1982,22,124
820204,8202,1,1992,31,108
820801,8208,1,2001,37,-3
821001,8210,2,1976,15,110
821002,8210,2,1978,17,113
821003,8210,2,1981,21,82
821004,8210,1,1984,23,103
821005,8210,2,1991,31,90
821201,8212,2,1982,25,131
821202,8212,1,1985,27,170
821301,8213,2,1982,19,127
821302,8213,2,2000,37,122
821501,8215,2,2006,42,128
821701,8217,1,1977,17,132
821702,8217,1,1988,28,-3
822201,8222,1,1981,23,88
822601,8226,2,1981,22,124
822602,8226,1,1987,28,127
822603,8226,2,1990,31,118
822701,8227,1,2001,39,-3
823501,8235,1,1982,24,129
823502,8235,1,1986,28,155
823503,8235,2,1991,33,121
823504,8235,2,1992,34,-3
823701,8237,1,1993,32,119
823702,8237,1,1995,34,-3
823703,8237,1,1998,38,117
824301,8243,1,1978,17,135
824302,8243,2,1993,32,136
825401,8254,1,1976,14,112
825701,8257,2,1979,20,79
825702,8257,1,1983,25,97
825703,8257,1,1988,30,97
825901,8259,1,1977,16,80
825902,8259,2,1988,27,138
825903,8259,1,1990,29,142
826001,8260,1,1978,18,96
826002,8260,1,1987,27,-3
826003,8260,1,1990,30,134
826004,8260,2,1991,31,144
826101,8261,1,1977,16,124
826102,8261,2,1978,17,108
826103,8261,1,1983,22,139
826104,8261,1,1986,25,123
826105,8261,2,1991,30,142
826106,8261,2,1992,31,-3
826107,8261,2,1996,35,122
826201,8262,2,1992,30,122
